config_id,suite,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,total_params_M,q8_group_size,layer_size_kb,mlp_ratio,kv_ratio,sample_idx
RND_1228,Random_50M_150M,Random_50M_150M,20,416,8,1,48,16,1184,55.286,32,1893.1,2.846,0.125,1228
RND_1229,Random_50M_150M,Random_50M_150M,7,512,12,2,16,32,2464,54.648,32,4544.0,4.812,0.167,1229
RND_1230,Random_50M_150M,Random_50M_150M,5,608,12,2,32,48,2144,53.527,32,5054.0,3.526,0.167,1230
RND_1231,Random_50M_150M,Random_50M_150M,10,640,8,8,32,32,2560,87.896,64,5790.0,4.0,1.0,1231
RND_1232,Random_50M_150M,Random_50M_150M,28,352,2,2,16,16,1664,68.193,32,1985.5,4.727,1.0,1232
RND_1233,Random_50M_150M,Random_50M_150M,12,608,6,1,64,64,1408,67.942,32,3429.5,2.316,0.167,1233
RND_1234,Random_50M_150M,Random_50M_150M,24,608,8,1,64,32,2304,144.083,32,5203.6,3.789,0.125,1234
RND_1235,Random_50M_150M,Random_50M_150M,16,416,4,1,32,48,1344,50.433,32,2032.1,3.231,0.25,1235
RND_1236,Random_50M_150M,Random_50M_150M,7,608,2,2,48,32,2720,66.665,32,5673.9,4.474,1.0,1236
RND_1237,Random_50M_150M,Random_50M_150M,7,608,12,12,64,48,2400,72.657,32,6614.4,3.947,1.0,1237
RND_1238,Random_50M_150M,Random_50M_150M,15,512,12,2,64,64,1568,75.652,32,3662.0,3.062,0.167,1238
RND_1239,Random_50M_150M,Random_50M_150M,6,640,4,2,64,48,2432,62.778,64,5301.2,3.8,0.5,1239
RND_1240,Random_50M_150M,Random_50M_150M,11,480,8,1,48,48,1824,57.599,32,3348.8,3.8,0.125,1240
RND_1241,Random_50M_150M,Random_50M_150M,7,544,6,6,32,32,2048,53.676,32,4139.5,3.765,1.0,1241
RND_1242,Random_50M_150M,Random_50M_150M,27,448,12,4,16,32,2016,105.01,32,3361.8,4.5,0.333,1242
RND_1243,Random_50M_150M,Random_50M_150M,26,576,2,2,16,32,896,72.139,64,1730.2,1.556,1.0,1243
RND_1244,Random_50M_150M,Random_50M_150M,10,640,8,2,64,48,1024,59.02,64,2793.8,1.6,0.25,1244
RND_1245,Random_50M_150M,Random_50M_150M,18,512,16,8,16,16,992,60.274,32,2114.0,1.938,0.5,1245
RND_1246,Random_50M_150M,Random_50M_150M,18,576,8,1,32,32,1408,78.756,64,2877.8,2.444,0.125,1246
RND_1247,Random_50M_150M,Random_50M_150M,14,544,6,6,48,64,1504,71.97,32,3508.4,2.765,1.0,1247
RND_1248,Random_50M_150M,Random_50M_150M,27,576,2,2,32,32,832,71.81,64,1653.8,1.444,1.0,1248
RND_1249,Random_50M_150M,Random_50M_150M,27,448,4,4,16,32,992,63.207,32,1660.8,2.214,1.0,1249
RND_1250,Random_50M_150M,Random_50M_150M,22,512,8,1,32,32,2560,118.773,64,4394.0,5.0,0.125,1250
RND_1251,Random_50M_150M,Random_50M_150M,25,544,4,2,16,32,1024,73.091,32,2016.6,1.882,0.5,1251
RND_1252,Random_50M_150M,Random_50M_150M,11,512,4,2,64,64,2624,74.415,64,4598.0,5.125,0.5,1252
RND_1253,Random_50M_150M,Random_50M_150M,12,608,6,6,16,48,2112,82.417,32,4754.8,3.474,1.0,1253
RND_1254,Random_50M_150M,Random_50M_150M,25,640,4,1,32,48,992,86.245,32,2383.8,1.55,0.25,1254
RND_1255,Random_50M_150M,Random_50M_150M,7,640,1,1,64,32,1920,58.848,32,4195.0,3.0,1.0,1255
RND_1256,Random_50M_150M,Random_50M_150M,27,320,12,12,48,48,768,55.93,64,1535.0,2.4,1.0,1256
RND_1257,Random_50M_150M,Random_50M_150M,16,544,2,2,48,16,1952,80.574,32,3661.4,3.588,1.0,1257
RND_1258,Random_50M_150M,Random_50M_150M,27,544,2,2,32,16,864,68.29,32,1672.4,1.588,1.0,1258
RND_1259,Random_50M_150M,Random_50M_150M,16,640,8,8,32,16,1280,79.392,64,3070.0,2.0,1.0,1259
RND_1260,Random_50M_150M,Random_50M_150M,6,640,4,4,48,64,2688,66.587,64,5960.0,4.2,1.0,1260
RND_1261,Random_50M_150M,Random_50M_150M,26,576,1,1,32,48,2592,147.858,16,5589.0,4.5,1.0,1261
RND_1262,Random_50M_150M,Random_50M_150M,13,480,8,4,32,64,2592,79.86,32,4715.6,5.4,0.5,1262
RND_1263,Random_50M_150M,Random_50M_150M,26,448,2,2,48,64,1056,64.681,32,1786.8,2.357,1.0,1263
RND_1264,Random_50M_150M,Random_50M_150M,23,448,8,8,32,16,2208,98.724,32,3645.2,4.929,1.0,1264
RND_1265,Random_50M_150M,Random_50M_150M,18,480,12,6,32,48,2560,102.955,32,4816.9,5.333,0.5,1265
RND_1266,Random_50M_150M,Random_50M_150M,20,576,16,4,16,16,2656,128.159,32,5456.2,4.611,0.25,1266
RND_1267,Random_50M_150M,Random_50M_150M,19,640,8,4,64,48,2144,126.77,32,5477.5,3.35,0.5,1267
RND_1268,Random_50M_150M,Random_50M_150M,3,640,8,2,16,64,2880,50.298,64,6278.8,4.5,0.25,1268
RND_1269,Random_50M_150M,Random_50M_150M,28,320,6,3,32,32,1216,53.965,64,1407.5,3.8,0.5,1269
RND_1270,Random_50M_150M,Random_50M_150M,28,448,8,2,32,16,1216,74.347,64,1925.9,2.714,0.25,1270
RND_1271,Random_50M_150M,Random_50M_150M,23,512,4,2,48,32,1376,80.043,32,2600.0,2.688,0.5,1271
RND_1272,Random_50M_150M,Random_50M_150M,14,384,1,1,64,32,1952,51.835,32,2557.5,5.083,1.0,1272
RND_1273,Random_50M_150M,Random_50M_150M,22,576,8,8,64,64,2464,148.623,32,5982.8,4.278,1.0,1273
RND_1274,Random_50M_150M,Random_50M_150M,15,384,16,4,16,64,1376,52.315,32,2422.5,3.583,0.25,1274
RND_1275,Random_50M_150M,Random_50M_150M,10,448,4,1,32,16,2112,51.994,64,3063.8,4.714,0.25,1275
RND_1276,Random_50M_150M,Random_50M_150M,23,576,4,4,16,16,2336,125.235,32,4605.8,4.056,1.0,1276
RND_1277,Random_50M_150M,Random_50M_150M,15,416,4,4,48,48,2144,65.86,32,3297.1,5.154,1.0,1277
RND_1278,Random_50M_150M,Random_50M_150M,18,480,12,1,16,64,1568,73.787,32,3036.6,3.267,0.083,1278
RND_1279,Random_50M_150M,Random_50M_150M,12,512,12,12,32,48,2048,75.302,64,4292.0,4.0,1.0,1279
RND_1280,Random_50M_150M,Random_50M_150M,22,352,4,2,48,32,1824,63.814,32,2307.2,5.182,0.5,1280
RND_1281,Random_50M_150M,Random_50M_150M,27,544,8,2,48,48,1952,127.513,32,4082.1,3.588,0.25,1281
RND_1282,Random_50M_150M,Random_50M_150M,18,480,4,2,64,64,1984,82.219,32,3551.2,4.133,0.5,1282
RND_1283,Random_50M_150M,Random_50M_150M,27,608,2,1,64,64,736,73.173,32,1740.9,1.211,0.5,1283
RND_1284,Random_50M_150M,Random_50M_150M,7,544,16,4,32,64,1696,54.042,32,4196.9,3.118,0.25,1284
RND_1285,Random_50M_150M,Random_50M_150M,18,416,6,6,32,64,1344,59.755,32,2375.8,3.231,1.0,1285
RND_1286,Random_50M_150M,Random_50M_150M,17,640,4,4,16,32,1472,84.433,64,3197.5,2.3,1.0,1286
RND_1287,Random_50M_150M,Random_50M_150M,18,480,12,12,16,32,2304,93.831,32,4260.0,4.8,1.0,1287
RND_1288,Random_50M_150M,Random_50M_150M,24,416,6,3,32,48,1568,75.1,32,2485.4,3.769,0.5,1288
RND_1289,Random_50M_150M,Random_50M_150M,16,544,16,8,16,32,2720,108.427,32,5573.9,5.0,0.5,1289
RND_1290,Random_50M_150M,Random_50M_150M,4,640,8,2,48,64,2048,50.771,64,4833.8,3.2,0.25,1290
RND_1291,Random_50M_150M,Random_50M_150M,26,576,6,3,32,64,1152,93.705,64,2590.9,2.0,0.5,1291
RND_1292,Random_50M_150M,Random_50M_150M,17,512,1,1,16,64,2304,87.322,64,3765.0,4.5,1.0,1292
RND_1293,Random_50M_150M,Random_50M_150M,23,320,8,8,32,16,1440,53.56,32,1793.8,4.5,1.0,1293
RND_1294,Random_50M_150M,Random_50M_150M,20,448,1,1,64,32,1472,63.839,32,2275.0,3.286,1.0,1294
RND_1295,Random_50M_150M,Random_50M_150M,23,416,6,2,48,32,1952,83.099,32,2975.4,4.692,0.333,1295
RND_1296,Random_50M_150M,Random_50M_150M,21,288,16,2,64,48,1344,51.077,32,1918.1,4.667,0.125,1296
RND_1297,Random_50M_150M,Random_50M_150M,6,576,12,12,64,64,3040,71.098,32,7724.2,5.278,1.0,1297
RND_1298,Random_50M_150M,Random_50M_150M,16,544,4,4,48,16,2752,103.692,32,5248.8,5.059,1.0,1298
RND_1299,Random_50M_150M,Random_50M_150M,24,608,16,8,48,48,864,102.058,32,3279.9,1.421,0.5,1299
RND_1300,Random_50M_150M,Random_50M_150M,25,640,12,1,64,64,1344,123.365,64,3792.5,2.1,0.083,1300
RND_1301,Random_50M_150M,Random_50M_150M,17,384,4,2,32,48,1824,58.18,32,2517.0,4.75,0.5,1301
RND_1302,Random_50M_150M,Random_50M_150M,5,608,4,1,64,32,2528,55.084,32,5396.0,4.158,0.25,1302
RND_1303,Random_50M_150M,Random_50M_150M,10,544,8,8,64,16,2336,72.449,32,4961.9,4.294,1.0,1303
RND_1304,Random_50M_150M,Random_50M_150M,14,416,2,2,32,16,2112,58.95,32,2990.0,5.077,1.0,1304
RND_1305,Random_50M_150M,Random_50M_150M,27,320,2,2,64,16,1600,60.354,32,1805.0,5.0,1.0,1305
RND_1306,Random_50M_150M,Random_50M_150M,7,608,16,2,64,64,2432,71.431,32,6422.0,4.0,0.125,1306
RND_1307,Random_50M_150M,Random_50M_150M,20,416,8,8,64,16,1856,77.916,32,3136.2,4.462,1.0,1307
RND_1308,Random_50M_150M,Random_50M_150M,23,480,1,1,64,16,768,51.371,16,1451.2,1.6,1.0,1308
RND_1309,Random_50M_150M,Random_50M_150M,12,608,2,1,32,32,1536,65.607,32,3215.8,2.526,0.5,1309
RND_1310,Random_50M_150M,Random_50M_150M,9,480,6,2,64,16,2240,55.936,32,3888.8,4.667,0.333,1310
RND_1311,Random_50M_150M,Random_50M_150M,12,640,6,6,64,16,3488,119.932,32,8042.5,5.45,1.0,1311
RND_1312,Random_50M_150M,Random_50M_150M,17,640,2,2,64,64,2336,114.026,32,5297.5,3.65,1.0,1312
RND_1313,Random_50M_150M,Random_50M_150M,16,448,8,2,16,48,1408,57.409,64,2268.0,3.143,0.25,1313
RND_1314,Random_50M_150M,Random_50M_150M,21,608,1,1,16,64,1952,107.42,32,4028.0,3.211,1.0,1314
RND_1315,Random_50M_150M,Random_50M_150M,19,640,2,1,32,16,1920,104.006,32,4161.2,3.0,0.5,1315
RND_1316,Random_50M_150M,Random_50M_150M,6,608,16,4,16,16,3072,66.526,32,6593.0,5.053,0.25,1316
RND_1317,Random_50M_150M,Random_50M_150M,19,576,12,6,48,48,3104,149.814,32,6995.2,5.389,0.5,1317
RND_1318,Random_50M_150M,Random_50M_150M,14,640,1,1,48,32,1888,84.384,32,4105.0,2.95,1.0,1318
RND_1319,Random_50M_150M,Random_50M_150M,27,544,4,1,64,48,800,70.876,32,1777.6,1.471,0.25,1319
RND_1320,Random_50M_150M,Random_50M_150M,5,640,6,3,32,16,2880,61.208,32,6388.8,4.5,0.5,1320
RND_1321,Random_50M_150M,Random_50M_150M,28,480,12,4,64,64,1536,113.634,32,3517.5,3.2,0.333,1321
RND_1322,Random_50M_150M,Random_50M_150M,12,608,2,1,64,32,2336,83.818,32,4883.0,3.842,0.5,1322
RND_1323,Random_50M_150M,Random_50M_150M,9,480,12,2,48,64,1984,56.628,32,3973.1,4.133,0.167,1323
RND_1324,Random_50M_150M,Random_50M_150M,22,512,8,2,48,32,2752,127.784,64,4819.0,5.375,0.25,1324
RND_1325,Random_50M_150M,Random_50M_150M,15,448,2,1,48,16,1888,61.895,32,2889.2,4.214,0.5,1325
RND_1326,Random_50M_150M,Random_50M_150M,6,608,4,2,64,16,1696,50.884,32,3728.8,2.789,0.5,1326
RND_1327,Random_50M_150M,Random_50M_150M,20,416,12,3,32,16,1952,75.653,32,3011.9,4.692,0.25,1327
RND_1328,Random_50M_150M,Random_50M_150M,24,416,12,3,32,32,896,57.369,32,1673.8,2.154,0.25,1328
RND_1329,Random_50M_150M,Random_50M_150M,22,640,2,2,64,16,1696,108.366,32,3812.5,2.65,1.0,1329
RND_1330,Random_50M_150M,Random_50M_150M,25,448,4,1,48,64,1888,92.269,32,3070.4,4.214,0.25,1330
RND_1331,Random_50M_150M,Random_50M_150M,24,512,4,2,64,48,832,64.71,64,1691.0,1.625,0.5,1331
RND_1332,Random_50M_150M,Random_50M_150M,19,448,12,4,64,64,1568,80.023,32,3330.2,3.5,0.333,1332
RND_1333,Random_50M_150M,Random_50M_150M,23,384,4,4,64,48,1952,78.968,32,2854.5,5.083,1.0,1333
RND_1334,Random_50M_150M,Random_50M_150M,27,352,1,1,64,64,1152,53.008,32,1441.0,3.273,1.0,1334
RND_1335,Random_50M_150M,Random_50M_150M,21,480,2,2,16,64,992,57.388,32,1745.6,2.067,1.0,1335
RND_1336,Random_50M_150M,Random_50M_150M,28,512,8,8,64,64,896,93.685,64,2524.0,1.75,1.0,1336
RND_1337,Random_50M_150M,Random_50M_150M,26,384,16,4,64,64,1280,83.237,64,2556.0,3.333,0.25,1337
RND_1338,Random_50M_150M,Random_50M_150M,17,480,2,1,48,32,1152,54.316,32,1956.6,2.4,0.5,1338
RND_1339,Random_50M_150M,Random_50M_150M,27,320,16,16,48,64,1472,85.237,64,2661.2,4.6,1.0,1339
RND_1340,Random_50M_150M,Random_50M_150M,19,320,6,6,64,48,1600,53.462,32,2165.0,5.0,1.0,1340
RND_1341,Random_50M_150M,Random_50M_150M,10,448,1,1,64,32,2112,51.779,32,3220.0,4.714,1.0,1341
RND_1342,Random_50M_150M,Random_50M_150M,12,512,4,1,32,16,2560,74.417,64,4215.5,5.0,0.25,1342
RND_1343,Random_50M_150M,Random_50M_150M,10,480,6,6,16,16,1984,54.556,32,3348.8,4.133,1.0,1343
RND_1344,Random_50M_150M,Random_50M_150M,23,512,12,6,32,64,832,75.521,64,2252.0,1.625,0.5,1344
RND_1345,Random_50M_150M,Random_50M_150M,16,544,16,4,16,64,2496,106.477,32,5440.0,4.588,0.25,1345
RND_1346,Random_50M_150M,Random_50M_150M,22,320,6,6,32,64,1408,53.958,64,1790.0,4.4,1.0,1346
RND_1347,Random_50M_150M,Random_50M_150M,21,352,4,2,64,64,1632,59.589,32,2195.9,4.636,0.5,1347
RND_1348,Random_50M_150M,Random_50M_150M,26,448,12,6,16,32,1056,69.527,32,1991.5,2.357,0.5,1348
RND_1349,Random_50M_150M,Random_50M_150M,27,448,12,6,32,64,832,73.657,64,1970.5,1.857,0.5,1349
RND_1350,Random_50M_150M,Random_50M_150M,25,608,1,1,48,32,2432,143.949,32,4989.9,4.0,1.0,1350
RND_1351,Random_50M_150M,Random_50M_150M,23,640,4,2,32,32,1216,91.575,64,2687.5,1.9,0.5,1351
RND_1352,Random_50M_150M,Random_50M_150M,9,544,1,1,16,32,2912,70.601,32,5287.0,5.353,1.0,1352
RND_1353,Random_50M_150M,Random_50M_150M,18,384,1,1,64,64,2112,64.891,64,2632.5,5.5,1.0,1353
RND_1354,Random_50M_150M,Random_50M_150M,25,448,2,2,64,32,2432,108.576,64,3577.0,5.429,1.0,1354
RND_1355,Random_50M_150M,Random_50M_150M,28,480,4,4,64,16,1888,108.903,32,3331.9,3.933,1.0,1355
RND_1356,Random_50M_150M,Random_50M_150M,19,608,16,4,48,16,2784,141.872,32,6443.4,4.579,0.25,1356
RND_1357,Random_50M_150M,Random_50M_150M,23,352,16,8,64,64,1056,68.242,32,2418.6,3.0,0.5,1357
RND_1358,Random_50M_150M,Random_50M_150M,17,480,1,1,32,16,1632,64.891,16,2932.5,3.4,1.0,1358
RND_1359,Random_50M_150M,Random_50M_150M,8,512,12,4,16,32,2720,62.318,32,5030.0,5.312,0.333,1359
RND_1360,Random_50M_150M,Random_50M_150M,21,640,2,1,16,32,1312,87.054,32,2878.8,2.05,0.5,1360
RND_1361,Random_50M_150M,Random_50M_150M,23,384,6,2,32,48,2016,78.403,32,2827.5,5.25,0.333,1361
RND_1362,Random_50M_150M,Random_50M_150M,8,576,8,2,32,48,2592,68.485,32,5436.0,4.5,0.25,1362
RND_1363,Random_50M_150M,Random_50M_150M,5,544,6,3,32,48,2592,50.46,32,5086.2,4.765,0.5,1363
RND_1364,Random_50M_150M,Random_50M_150M,12,448,1,1,48,64,1632,50.062,32,2527.0,3.643,1.0,1364
RND_1365,Random_50M_150M,Random_50M_150M,8,576,4,2,32,16,2784,68.78,32,5476.5,4.833,0.5,1365
RND_1366,Random_50M_150M,Random_50M_150M,13,640,6,3,48,48,1440,75.329,32,3655.0,2.25,0.5,1366
RND_1367,Random_50M_150M,Random_50M_150M,14,480,4,4,64,64,1504,61.353,32,2926.9,3.133,1.0,1367
RND_1368,Random_50M_150M,Random_50M_150M,18,576,12,2,64,16,3008,134.163,64,6071.6,5.222,0.167,1368
RND_1369,Random_50M_150M,Random_50M_150M,19,608,2,2,32,64,2784,131.521,32,5844.9,4.579,1.0,1369
RND_1370,Random_50M_150M,Random_50M_150M,21,640,6,3,32,32,1216,88.989,64,2815.0,1.9,0.5,1370
RND_1371,Random_50M_150M,Random_50M_150M,19,640,6,3,64,32,800,71.904,32,2305.0,1.25,0.5,1371
RND_1372,Random_50M_150M,Random_50M_150M,16,448,8,4,32,64,2240,78.971,64,3666.2,5.0,0.5,1372
RND_1373,Random_50M_150M,Random_50M_150M,20,608,1,1,64,48,2112,110.375,16,4878.2,3.474,1.0,1373
RND_1374,Random_50M_150M,Random_50M_150M,23,640,6,3,32,64,1728,121.251,64,4026.2,2.7,0.5,1374
RND_1375,Random_50M_150M,Random_50M_150M,23,352,12,6,64,32,1792,75.237,32,2752.8,5.091,0.5,1375
RND_1376,Random_50M_150M,Random_50M_150M,17,640,12,6,64,64,2208,129.345,32,6287.5,3.45,0.5,1376
RND_1377,Random_50M_150M,Random_50M_150M,15,544,6,1,48,64,2880,104.273,32,5640.8,5.294,0.167,1377
RND_1378,Random_50M_150M,Random_50M_150M,24,448,8,1,16,48,2080,95.844,32,3361.8,4.643,0.125,1378
RND_1379,Random_50M_150M,Random_50M_150M,18,576,1,1,32,48,2336,103.308,16,5049.0,4.056,1.0,1379
RND_1380,Random_50M_150M,Random_50M_150M,11,608,1,1,48,16,3200,95.644,16,7229.5,5.263,1.0,1380
RND_1381,Random_50M_150M,Random_50M_150M,15,512,2,2,48,64,1248,57.957,32,2366.0,2.438,1.0,1381
RND_1382,Random_50M_150M,Random_50M_150M,18,544,1,1,32,48,2752,109.789,16,5597.2,5.059,1.0,1382
RND_1383,Random_50M_150M,Random_50M_150M,15,480,2,1,64,16,1344,54.911,32,2260.3,2.8,0.5,1383
RND_1384,Random_50M_150M,Random_50M_150M,24,320,4,1,16,64,1408,51.626,64,1540.3,4.4,0.25,1384
RND_1385,Random_50M_150M,Random_50M_150M,7,544,4,2,48,64,2016,52.945,32,4024.8,3.706,0.5,1385
RND_1386,Random_50M_150M,Random_50M_150M,26,640,6,1,16,32,1600,117.695,64,3420.6,2.5,0.167,1386
RND_1387,Random_50M_150M,Random_50M_150M,28,480,1,1,64,48,2240,117.505,16,4076.2,4.667,1.0,1387
RND_1388,Random_50M_150M,Random_50M_150M,13,544,2,2,16,32,2304,77.608,32,4254.2,4.235,1.0,1388
RND_1389,Random_50M_150M,Random_50M_150M,17,448,2,1,64,32,2144,73.726,32,3314.5,4.786,0.5,1389
RND_1390,Random_50M_150M,Random_50M_150M,25,448,16,16,32,64,1856,119.328,64,4023.2,4.143,1.0,1390
RND_1391,Random_50M_150M,Random_50M_150M,22,384,6,2,16,32,2112,76.103,64,2683.5,5.5,0.333,1391
RND_1392,Random_50M_150M,Random_50M_150M,18,576,4,4,16,32,2688,116.579,64,5058.0,4.667,1.0,1392
RND_1393,Random_50M_150M,Random_50M_150M,27,448,4,4,32,48,2336,115.074,32,3771.2,5.214,1.0,1393
RND_1394,Random_50M_150M,Random_50M_150M,4,608,12,2,16,48,3200,56.093,32,7020.5,5.263,0.167,1394
RND_1395,Random_50M_150M,Random_50M_150M,17,512,16,16,16,48,1312,77.852,32,3374.0,2.562,1.0,1395
RND_1396,Random_50M_150M,Random_50M_150M,22,384,2,1,16,64,1312,54.612,32,1767.8,3.417,0.5,1396
RND_1397,Random_50M_150M,Random_50M_150M,17,640,16,4,32,32,2048,112.982,64,4940.0,3.2,0.25,1397
RND_1398,Random_50M_150M,Random_50M_150M,14,576,12,4,64,16,1568,77.236,32,3795.8,2.722,0.333,1398
RND_1399,Random_50M_150M,Random_50M_150M,20,608,1,1,48,32,2016,106.095,32,4156.2,3.316,1.0,1399
RND_1400,Random_50M_150M,Random_50M_150M,22,384,1,1,64,48,1440,57.721,16,2136.0,3.75,1.0,1400
RND_1401,Random_50M_150M,Random_50M_150M,12,448,4,1,48,16,1952,55.739,32,3046.8,4.357,0.25,1401
RND_1402,Random_50M_150M,Random_50M_150M,17,512,16,8,48,16,960,64.204,64,2354.0,1.875,0.5,1402
RND_1403,Random_50M_150M,Random_50M_150M,24,416,8,8,48,16,1440,74.302,32,2448.9,3.462,1.0,1403
RND_1404,Random_50M_150M,Random_50M_150M,17,480,8,4,48,16,1280,61.758,32,2437.5,2.667,0.5,1404
RND_1405,Random_50M_150M,Random_50M_150M,9,544,8,1,16,16,2688,68.251,32,5000.1,4.941,0.125,1405
RND_1406,Random_50M_150M,Random_50M_150M,12,576,16,2,32,64,2784,98.649,32,6387.8,4.833,0.125,1406
RND_1407,Random_50M_150M,Random_50M_150M,11,480,12,12,16,48,1440,55.065,32,3095.6,3.0,1.0,1407
RND_1408,Random_50M_150M,Random_50M_150M,11,640,16,16,48,32,832,67.788,64,3367.5,1.3,1.0,1408
RND_1409,Random_50M_150M,Random_50M_150M,5,608,4,1,64,64,2016,50.901,32,4476.9,3.316,0.25,1409
RND_1410,Random_50M_150M,Random_50M_150M,23,544,2,1,32,48,1600,90.451,32,3020.7,2.941,0.5,1410
RND_1411,Random_50M_150M,Random_50M_150M,22,480,4,1,48,32,2048,93.271,32,3458.4,4.267,0.25,1411
RND_1412,Random_50M_150M,Random_50M_150M,23,416,16,4,64,32,1664,87.08,32,3165.5,4.0,0.25,1412
RND_1413,Random_50M_150M,Random_50M_150M,16,480,2,1,64,32,2016,72.815,32,3348.8,4.2,0.5,1413
RND_1414,Random_50M_150M,Random_50M_150M,22,576,1,1,64,64,2912,142.946,32,5699.2,5.056,1.0,1414
RND_1415,Random_50M_150M,Random_50M_150M,25,640,8,4,16,16,1056,89.061,32,2507.5,1.65,0.5,1415
RND_1416,Random_50M_150M,Random_50M_150M,20,544,16,16,16,48,992,82.045,32,3011.1,1.824,1.0,1416
RND_1417,Random_50M_150M,Random_50M_150M,22,448,16,16,16,48,832,67.341,64,2119.2,1.857,1.0,1417
RND_1418,Random_50M_150M,Random_50M_150M,22,320,16,16,48,32,1248,60.491,32,2221.2,3.9,1.0,1418
RND_1419,Random_50M_150M,Random_50M_150M,6,544,6,3,16,64,2880,57.904,32,5602.6,5.294,0.5,1419
RND_1420,Random_50M_150M,Random_50M_150M,16,640,4,1,32,48,1888,94.301,32,4273.8,2.95,0.25,1420
RND_1421,Random_50M_150M,Random_50M_150M,24,480,8,2,16,16,1696,86.47,32,2859.4,3.533,0.25,1421
RND_1422,Random_50M_150M,Random_50M_150M,28,416,12,12,16,48,640,61.209,32,1586.0,1.538,1.0,1422
RND_1423,Random_50M_150M,Random_50M_150M,13,480,6,1,16,32,2272,68.777,32,3779.1,4.733,0.167,1423
RND_1424,Random_50M_150M,Random_50M_150M,22,480,16,1,64,48,1312,85.836,32,3087.2,2.733,0.062,1424
RND_1425,Random_50M_150M,Random_50M_150M,20,384,2,2,32,48,1312,52.016,32,1801.5,3.417,1.0,1425
RND_1426,Random_50M_150M,Random_50M_150M,28,448,8,2,32,16,1888,99.636,32,3031.0,4.214,0.25,1426
RND_1427,Random_50M_150M,Random_50M_150M,26,480,16,16,48,64,960,104.844,32,3416.2,2.0,1.0,1427
RND_1428,Random_50M_150M,Random_50M_150M,10,480,4,2,16,16,1920,52.713,32,3146.2,4.0,0.5,1428
RND_1429,Random_50M_150M,Random_50M_150M,16,352,6,6,64,48,1696,53.938,32,2492.9,4.818,1.0,1429
RND_1430,Random_50M_150M,Random_50M_150M,28,352,1,1,64,16,1760,71.347,16,2343.0,5.0,1.0,1430
RND_1431,Random_50M_150M,Random_50M_150M,24,608,6,1,16,64,2240,136.845,32,4872.3,3.684,0.167,1431
RND_1432,Random_50M_150M,Random_50M_150M,21,608,16,4,48,16,2496,142.558,32,5866.2,4.105,0.25,1432
RND_1433,Random_50M_150M,Random_50M_150M,20,480,1,1,64,64,1280,63.484,32,2167.5,2.667,1.0,1433
RND_1434,Random_50M_150M,Random_50M_150M,19,448,16,8,64,32,2208,98.545,32,4401.2,4.929,0.5,1434
RND_1435,Random_50M_150M,Random_50M_150M,19,576,8,1,16,32,2624,119.871,64,4971.9,4.556,0.125,1435
RND_1436,Random_50M_150M,Random_50M_150M,18,480,12,6,16,16,1760,74.754,32,3095.6,3.667,0.5,1436
RND_1437,Random_50M_150M,Random_50M_150M,18,640,4,4,64,16,1312,84.927,32,3227.5,2.05,1.0,1437
RND_1438,Random_50M_150M,Random_50M_150M,19,480,1,1,16,48,1184,57.722,16,2163.8,2.467,1.0,1438
RND_1439,Random_50M_150M,Random_50M_150M,20,512,2,2,64,32,2080,93.603,32,3734.0,4.062,1.0,1439
RND_1440,Random_50M_150M,Random_50M_150M,22,544,8,1,16,32,2432,119.877,32,4627.2,4.471,0.125,1440
RND_1441,Random_50M_150M,Random_50M_150M,28,352,4,4,48,64,1568,72.924,32,2171.1,4.455,1.0,1441
RND_1442,Random_50M_150M,Random_50M_150M,28,608,4,1,64,48,1120,97.359,32,2627.9,1.842,0.25,1442
RND_1443,Random_50M_150M,Random_50M_150M,25,608,16,8,48,16,1568,125.466,32,4177.6,2.579,0.5,1443
RND_1444,Random_50M_150M,Random_50M_150M,19,608,8,4,48,16,2432,123.758,32,5396.0,4.0,0.5,1444
RND_1445,Random_50M_150M,Random_50M_150M,23,576,2,2,64,16,1568,95.56,32,3188.2,2.722,1.0,1445
RND_1446,Random_50M_150M,Random_50M_150M,23,320,1,1,64,48,1760,56.621,16,2155.0,5.5,1.0,1446
RND_1447,Random_50M_150M,Random_50M_150M,20,512,1,1,16,48,2240,95.897,16,4288.0,4.375,1.0,1447
RND_1448,Random_50M_150M,Random_50M_150M,23,608,6,1,48,32,1504,101.54,32,3397.4,2.474,0.167,1448
RND_1449,Random_50M_150M,Random_50M_150M,24,544,4,4,48,32,768,65.829,32,1768.0,1.412,1.0,1449
RND_1450,Random_50M_150M,Random_50M_150M,17,512,16,8,64,16,2752,114.339,64,5414.0,5.375,0.5,1450
RND_1451,Random_50M_150M,Random_50M_150M,20,416,8,2,16,48,1504,63.805,32,2361.1,3.615,0.25,1451
RND_1452,Random_50M_150M,Random_50M_150M,24,288,8,4,64,48,1408,52.988,32,1766.2,4.889,0.5,1452
RND_1453,Random_50M_150M,Random_50M_150M,11,448,16,4,16,64,2368,65.429,64,4053.0,5.286,0.25,1453
RND_1454,Random_50M_150M,Random_50M_150M,18,480,6,1,32,16,1504,66.045,32,2564.1,3.133,0.167,1454
RND_1455,Random_50M_150M,Random_50M_150M,28,416,4,4,16,16,1984,93.265,32,2843.8,4.769,1.0,1455
