config_id,suite,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,total_params_M,q8_group_size,layer_size_kb,mlp_ratio,kv_ratio,sample_idx
RND_0231,Random_50M_150M,Random_50M_150M,12,576,12,1,16,16,3136,96.88,64,5880.4,5.444,0.083,231
RND_0232,Random_50M_150M,Random_50M_150M,24,448,16,2,48,16,2272,108.231,32,3928.8,5.071,0.125,232
RND_0233,Random_50M_150M,Random_50M_150M,25,608,6,6,64,32,2112,144.435,32,5011.2,3.474,1.0,233
RND_0234,Random_50M_150M,Random_50M_150M,18,352,1,1,32,16,1888,54.212,16,2480.5,5.364,1.0,234
RND_0235,Random_50M_150M,Random_50M_150M,17,640,8,4,16,64,2848,135.612,32,6692.5,4.45,0.5,235
RND_0236,Random_50M_150M,Random_50M_150M,6,576,16,4,32,32,1792,51.966,64,3987.0,3.111,0.25,236
RND_0237,Random_50M_150M,Random_50M_150M,22,448,4,2,64,16,1888,83.11,32,3031.0,4.214,0.5,237
RND_0238,Random_50M_150M,Random_50M_150M,18,608,16,16,32,64,2368,141.967,32,6806.8,3.895,1.0,238
RND_0239,Random_50M_150M,Random_50M_150M,17,576,12,2,32,64,1920,98.55,64,4254.8,3.333,0.167,239
RND_0240,Random_50M_150M,Random_50M_150M,12,576,16,2,64,16,1152,62.817,64,2935.1,2.0,0.125,240
RND_0241,Random_50M_150M,Random_50M_150M,28,640,1,1,64,32,1920,138.897,32,4195.0,3.0,1.0,241
RND_0242,Random_50M_150M,Random_50M_150M,15,576,16,16,64,48,3136,141.234,64,7773.8,5.444,1.0,242
RND_0243,Random_50M_150M,Random_50M_150M,15,608,16,1,64,48,1312,83.854,32,3910.4,2.158,0.062,243
RND_0244,Random_50M_150M,Random_50M_150M,22,544,8,8,16,16,1568,89.813,32,3125.9,2.882,1.0,244
RND_0245,Random_50M_150M,Random_50M_150M,20,640,2,2,48,48,2144,119.461,32,4802.5,3.35,1.0,245
RND_0246,Random_50M_150M,Random_50M_150M,28,384,6,6,48,32,768,54.437,64,1306.5,2.0,1.0,246
RND_0247,Random_50M_150M,Random_50M_150M,15,544,8,4,64,32,2656,101.792,32,5459.1,4.882,0.5,247
RND_0248,Random_50M_150M,Random_50M_150M,25,544,8,4,16,48,2528,140.982,32,5000.1,4.647,0.5,248
RND_0249,Random_50M_150M,Random_50M_150M,18,544,1,1,16,32,2400,98.822,32,4369.0,4.412,1.0,249
RND_0250,Random_50M_150M,Random_50M_150M,9,576,12,12,32,16,2432,72.764,64,5058.0,4.222,1.0,250
RND_0251,Random_50M_150M,Random_50M_150M,24,576,4,1,16,32,1536,96.023,64,2906.4,2.667,0.25,251
RND_0252,Random_50M_150M,Random_50M_150M,23,608,8,4,48,64,1504,112.503,32,3921.1,2.474,0.5,252
RND_0253,Random_50M_150M,Random_50M_150M,21,352,4,4,48,32,1344,52.256,32,1812.2,3.818,1.0,253
RND_0254,Random_50M_150M,Random_50M_150M,12,544,8,2,32,48,2112,73.95,32,4273.4,3.882,0.25,254
RND_0255,Random_50M_150M,Random_50M_150M,18,544,1,1,48,48,768,51.82,16,1666.0,1.412,1.0,255
RND_0256,Random_50M_150M,Random_50M_150M,10,640,12,12,16,32,1952,77.042,32,4937.5,3.05,1.0,256
RND_0257,Random_50M_150M,Random_50M_150M,25,576,6,3,16,32,992,78.081,32,2165.6,1.722,0.5,257
RND_0258,Random_50M_150M,Random_50M_150M,24,416,8,2,48,48,1408,72.704,32,2375.8,3.385,0.25,258
RND_0259,Random_50M_150M,Random_50M_150M,16,544,16,8,16,16,1568,75.003,32,3278.9,2.882,0.5,259
RND_0260,Random_50M_150M,Random_50M_150M,24,384,16,2,16,16,1728,72.42,64,2301.0,4.5,0.125,260
RND_0261,Random_50M_150M,Random_50M_150M,28,576,1,1,64,16,2176,136.877,16,4711.5,3.778,1.0,261
RND_0262,Random_50M_150M,Random_50M_150M,27,352,12,1,48,32,1760,77.794,32,2449.6,5.0,0.083,262
RND_0263,Random_50M_150M,Random_50M_150M,27,480,8,2,48,32,1152,79.333,32,2251.9,2.4,0.25,263
RND_0264,Random_50M_150M,Random_50M_150M,26,512,4,2,64,16,704,60.29,64,1385.0,1.375,0.5,264
RND_0265,Random_50M_150M,Random_50M_150M,11,448,16,8,32,48,1280,50.921,64,2684.5,2.857,0.5,265
RND_0266,Random_50M_150M,Random_50M_150M,13,640,8,8,48,32,3360,126.714,32,7997.5,5.25,1.0,266
RND_0267,Random_50M_150M,Random_50M_150M,4,608,16,8,64,16,3136,58.116,32,7576.2,5.158,0.5,267
RND_0268,Random_50M_150M,Random_50M_150M,24,576,4,4,64,16,1696,108.188,32,3633.8,2.944,1.0,268
RND_0269,Random_50M_150M,Random_50M_150M,18,640,4,2,48,64,2112,112.943,64,4663.8,3.3,0.5,269
RND_0270,Random_50M_150M,Random_50M_150M,26,608,16,1,48,48,1664,135.332,32,4434.1,2.737,0.062,270
RND_0271,Random_50M_150M,Random_50M_150M,15,448,8,4,48,32,2208,73.507,32,3739.8,4.929,0.5,271
RND_0272,Random_50M_150M,Random_50M_150M,25,352,4,2,64,16,1440,59.966,32,1861.8,4.091,0.5,272
RND_0273,Random_50M_150M,Random_50M_150M,27,512,4,4,48,32,1920,114.261,64,3408.0,3.75,1.0,273
RND_0274,Random_50M_150M,Random_50M_150M,25,640,8,1,16,64,1920,135.909,64,4313.1,3.0,0.125,274
RND_0275,Random_50M_150M,Random_50M_150M,8,640,2,1,48,32,2464,71.261,32,5376.2,3.85,0.5,275
RND_0276,Random_50M_150M,Random_50M_150M,18,640,2,1,32,48,2080,106.861,32,4566.2,3.25,0.5,276
RND_0277,Random_50M_150M,Random_50M_150M,8,576,16,4,64,16,2432,69.96,64,5325.8,4.222,0.25,277
RND_0278,Random_50M_150M,Random_50M_150M,8,576,16,2,48,16,2720,71.877,32,5901.8,4.722,0.125,278
RND_0279,Random_50M_150M,Random_50M_150M,6,640,6,2,32,32,1888,55.896,32,4352.5,2.95,0.333,279
RND_0280,Random_50M_150M,Random_50M_150M,8,512,16,4,32,48,2528,63.366,32,5174.0,4.938,0.25,280
RND_0281,Random_50M_150M,Random_50M_150M,16,512,1,1,32,64,1120,54.863,32,2006.0,2.188,1.0,281
RND_0282,Random_50M_150M,Random_50M_150M,28,480,1,1,16,16,1632,90.84,16,2913.8,3.4,1.0,282
RND_0283,Random_50M_150M,Random_50M_150M,25,416,2,1,48,64,2144,91.336,32,3099.7,5.154,0.5,283
RND_0284,Random_50M_150M,Random_50M_150M,22,448,2,2,48,32,1952,83.426,32,3046.8,4.357,1.0,284
RND_0285,Random_50M_150M,Random_50M_150M,17,416,6,6,16,32,1504,56.918,32,2331.9,3.615,1.0,285
RND_0286,Random_50M_150M,Random_50M_150M,21,384,6,6,64,48,1728,71.973,32,2760.0,4.5,1.0,286
RND_0287,Random_50M_150M,Random_50M_150M,17,384,12,3,32,32,1600,56.926,64,2301.0,4.167,0.25,287
RND_0288,Random_50M_150M,Random_50M_150M,15,608,2,2,48,16,928,58.318,32,2040.1,1.526,1.0,288
RND_0289,Random_50M_150M,Random_50M_150M,20,448,16,8,48,16,704,55.238,64,1702.8,1.571,0.5,289
RND_0290,Random_50M_150M,Random_50M_150M,26,544,1,1,48,48,1440,91.215,16,3004.8,2.647,1.0,290
RND_0291,Random_50M_150M,Random_50M_150M,15,576,6,6,16,16,2912,107.78,32,5780.2,5.056,1.0,291
RND_0292,Random_50M_150M,Random_50M_150M,14,480,8,4,32,32,2144,72.535,32,3804.4,4.467,0.5,292
RND_0293,Random_50M_150M,Random_50M_150M,5,576,1,1,48,16,3040,55.594,16,6511.5,5.278,1.0,293
RND_0294,Random_50M_150M,Random_50M_150M,7,640,8,1,32,32,2432,67.45,64,5237.5,3.8,0.125,294
RND_0295,Random_50M_150M,Random_50M_150M,26,480,16,1,32,48,1856,110.635,32,3660.9,3.867,0.062,295
RND_0296,Random_50M_150M,Random_50M_150M,15,608,8,8,16,32,1952,91.004,32,4434.1,3.211,1.0,296
RND_0297,Random_50M_150M,Random_50M_150M,24,544,1,1,16,48,2144,113.04,16,4364.8,3.941,1.0,297
RND_0298,Random_50M_150M,Random_50M_150M,15,544,12,4,32,64,832,60.274,32,2418.2,1.529,0.333,298
RND_0299,Random_50M_150M,Random_50M_150M,7,640,6,2,48,16,3264,78.345,32,7255.0,5.1,0.333,299
RND_0300,Random_50M_150M,Random_50M_150M,17,512,12,4,16,64,2048,90.385,64,3952.0,4.0,0.333,300
RND_0301,Random_50M_150M,Random_50M_150M,16,640,16,8,48,48,2400,129.527,32,6692.5,3.75,0.5,301
RND_0302,Random_50M_150M,Random_50M_150M,20,448,2,2,64,48,2208,85.917,32,3487.8,4.929,1.0,302
RND_0303,Random_50M_150M,Random_50M_150M,14,640,16,1,48,16,1472,81.517,64,3665.0,2.3,0.062,303
RND_0304,Random_50M_150M,Random_50M_150M,6,576,1,1,64,48,2784,58.601,16,6039.0,4.833,1.0,304
RND_0305,Random_50M_150M,Random_50M_150M,16,352,12,6,64,48,1824,59.886,32,2901.2,5.182,0.5,305
RND_0306,Random_50M_150M,Random_50M_150M,25,512,4,2,16,48,1952,105.655,32,3518.0,3.812,0.5,306
RND_0307,Random_50M_150M,Random_50M_150M,27,384,4,2,16,48,2080,88.018,32,2800.5,5.417,0.5,307
RND_0308,Random_50M_150M,Random_50M_150M,10,608,6,1,16,16,1888,66.38,32,3942.5,3.105,0.167,308
RND_0309,Random_50M_150M,Random_50M_150M,16,512,1,1,64,16,1984,75.834,16,3828.0,3.875,1.0,309
RND_0310,Random_50M_150M,Random_50M_150M,15,416,2,2,16,16,2016,59.471,32,2829.1,4.846,1.0,310
RND_0311,Random_50M_150M,Random_50M_150M,17,576,4,1,32,16,1344,70.819,64,2562.2,2.333,0.25,311
RND_0312,Random_50M_150M,Random_50M_150M,9,608,12,6,64,64,2048,76.806,32,5652.5,3.368,0.5,312
RND_0313,Random_50M_150M,Random_50M_150M,24,576,2,1,16,48,1248,83.415,32,2499.8,2.167,0.5,313
RND_0314,Random_50M_150M,Random_50M_150M,21,608,4,4,64,16,2304,127.032,32,5054.0,3.789,1.0,314
RND_0315,Random_50M_150M,Random_50M_150M,17,448,8,8,48,48,1408,66.414,64,2684.5,3.143,1.0,315
RND_0316,Random_50M_150M,Random_50M_150M,15,576,8,1,16,64,2080,89.118,32,4413.4,3.611,0.125,316
RND_0317,Random_50M_150M,Random_50M_150M,23,384,16,8,16,32,1760,76.142,32,2719.5,4.583,0.5,317
RND_0318,Random_50M_150M,Random_50M_150M,9,608,12,6,48,48,2560,82.059,32,6293.8,4.211,0.5,318
RND_0319,Random_50M_150M,Random_50M_150M,16,640,4,1,64,16,1344,77.59,64,2953.1,2.1,0.25,319
RND_0320,Random_50M_150M,Random_50M_150M,27,512,12,2,64,48,1952,128.417,32,4184.0,3.812,0.167,320
RND_0321,Random_50M_150M,Random_50M_150M,13,608,12,4,64,64,1888,91.544,32,5160.9,3.105,0.333,321
RND_0322,Random_50M_150M,Random_50M_150M,23,288,16,2,16,48,1568,53.291,32,1857.4,5.444,0.125,322
RND_0323,Random_50M_150M,Random_50M_150M,14,640,2,2,16,16,2432,98.72,32,5230.0,3.8,1.0,323
RND_0324,Random_50M_150M,Random_50M_150M,24,544,6,6,32,16,896,70.007,32,1959.2,1.647,1.0,324
RND_0325,Random_50M_150M,Random_50M_150M,20,512,1,1,32,48,2080,91.309,16,4008.0,4.062,1.0,325
RND_0326,Random_50M_150M,Random_50M_150M,8,608,8,1,64,16,1408,54.624,32,3311.9,2.316,0.125,326
RND_0327,Random_50M_150M,Random_50M_150M,22,480,1,1,16,48,2496,104.591,16,4470.0,5.2,1.0,327
RND_0328,Random_50M_150M,Random_50M_150M,12,576,6,3,64,64,1184,61.49,32,2985.8,2.056,0.5,328
RND_0329,Random_50M_150M,Random_50M_150M,14,544,4,2,16,32,1024,52.961,32,2016.6,1.882,0.5,329
RND_0330,Random_50M_150M,Random_50M_150M,15,640,8,4,64,48,3296,140.031,32,7907.5,5.15,0.5,330
RND_0331,Random_50M_150M,Random_50M_150M,24,448,4,1,48,16,2272,99.285,32,3519.2,5.071,0.25,331
RND_0332,Random_50M_150M,Random_50M_150M,12,640,1,1,32,32,2112,81.839,32,4555.0,3.3,1.0,332
RND_0333,Random_50M_150M,Random_50M_150M,28,288,16,2,64,32,928,50.891,32,1432.1,3.222,0.125,333
RND_0334,Random_50M_150M,Random_50M_150M,13,544,6,6,16,64,2592,89.15,32,5229.6,4.765,1.0,334
RND_0335,Random_50M_150M,Random_50M_150M,22,608,1,1,64,64,2496,134.194,32,5182.2,4.105,1.0,335
RND_0336,Random_50M_150M,Random_50M_150M,24,544,16,1,64,48,2016,131.214,32,4761.1,3.706,0.062,336
RND_0337,Random_50M_150M,Random_50M_150M,15,512,2,2,32,48,1696,67.296,32,3050.0,3.312,1.0,337
RND_0338,Random_50M_150M,Random_50M_150M,12,416,8,4,64,64,1824,55.911,32,3209.4,4.385,0.5,338
RND_0339,Random_50M_150M,Random_50M_150M,18,352,16,8,16,64,1888,65.768,32,2938.4,5.364,0.5,339
RND_0340,Random_50M_150M,Random_50M_150M,22,480,1,1,64,16,1216,64.379,16,2238.8,2.533,1.0,340
RND_0341,Random_50M_150M,Random_50M_150M,12,608,12,12,64,16,3232,115.336,32,7768.6,5.316,1.0,341
RND_0342,Random_50M_150M,Random_50M_150M,27,288,16,16,48,48,1536,74.225,32,2434.5,5.333,1.0,342
RND_0343,Random_50M_150M,Random_50M_150M,28,608,1,1,16,16,1504,108.527,16,3405.8,2.474,1.0,343
RND_0344,Random_50M_150M,Random_50M_150M,28,608,16,4,16,16,1408,113.43,32,3258.5,2.316,0.25,344
RND_0345,Random_50M_150M,Random_50M_150M,25,416,8,1,16,16,1216,61.883,32,1805.4,2.923,0.125,345
RND_0346,Random_50M_150M,Random_50M_150M,7,640,4,2,64,32,2720,71.32,32,6152.5,4.25,0.5,346
RND_0347,Random_50M_150M,Random_50M_150M,14,448,4,4,16,16,2272,66.896,32,3487.8,5.071,1.0,347
RND_0348,Random_50M_150M,Random_50M_150M,8,608,8,2,64,48,2176,67.776,32,5118.1,3.579,0.25,348
RND_0349,Random_50M_150M,Random_50M_150M,17,576,16,1,16,16,1728,85.076,64,3432.4,3.0,0.062,349
RND_0350,Random_50M_150M,Random_50M_150M,23,576,2,1,16,64,1024,72.879,64,1988.4,1.778,0.5,350
RND_0351,Random_50M_150M,Random_50M_150M,25,480,4,4,64,32,1920,102.508,32,3450.0,4.0,1.0,351
RND_0352,Random_50M_150M,Random_50M_150M,14,416,8,4,32,48,1696,56.154,32,2770.6,4.077,0.5,352
RND_0353,Random_50M_150M,Random_50M_150M,8,576,12,6,64,48,2880,78.07,64,6377.6,5.0,0.5,353
RND_0354,Random_50M_150M,Random_50M_150M,15,512,6,3,32,32,1504,64.839,32,2870.0,2.938,0.5,354
RND_0355,Random_50M_150M,Random_50M_150M,19,416,6,6,48,32,1184,56.602,32,2068.6,2.846,1.0,355
RND_0356,Random_50M_150M,Random_50M_150M,26,544,2,1,16,48,1952,112.94,32,3623.1,3.588,0.5,356
RND_0357,Random_50M_150M,Random_50M_150M,22,320,6,1,32,64,1440,51.254,32,1760.0,4.5,0.167,357
RND_0358,Random_50M_150M,Random_50M_150M,27,448,2,1,48,16,1024,62.045,32,1613.5,2.286,0.5,358
RND_0359,Random_50M_150M,Random_50M_150M,5,544,2,2,48,64,2816,51.548,32,5325.2,5.176,1.0,359
RND_0360,Random_50M_150M,Random_50M_150M,19,416,16,1,32,16,2080,76.71,32,3231.3,5.0,0.062,360
RND_0361,Random_50M_150M,Random_50M_150M,8,640,4,1,48,32,1728,60.776,64,3718.1,2.7,0.25,361
RND_0362,Random_50M_150M,Random_50M_150M,17,512,6,6,48,32,1696,78.409,32,3410.0,3.312,1.0,362
RND_0363,Random_50M_150M,Random_50M_150M,16,384,6,6,32,16,1792,55.893,32,2517.0,4.667,1.0,363
RND_0364,Random_50M_150M,Random_50M_150M,5,640,16,16,64,32,1216,53.682,64,4472.5,1.9,1.0,364
RND_0365,Random_50M_150M,Random_50M_150M,10,544,6,2,64,16,2464,71.056,32,4808.9,4.529,0.333,365
RND_0366,Random_50M_150M,Random_50M_150M,12,512,12,12,16,64,2784,88.868,32,5786.0,5.438,1.0,366
RND_0367,Random_50M_150M,Random_50M_150M,21,352,2,1,48,32,1856,60.653,32,2251.6,5.273,0.5,367
RND_0368,Random_50M_150M,Random_50M_150M,16,640,8,1,16,48,2848,125.595,32,6422.5,4.45,0.125,368
RND_0369,Random_50M_150M,Random_50M_150M,22,640,16,16,32,48,1408,127.74,64,4515.0,2.2,1.0,369
RND_0370,Random_50M_150M,Random_50M_150M,21,352,16,1,32,64,1344,59.589,32,2195.9,3.818,0.062,370
RND_0371,Random_50M_150M,Random_50M_150M,27,512,16,4,32,64,672,80.199,32,2222.0,1.312,0.25,371
RND_0372,Random_50M_150M,Random_50M_150M,19,576,4,2,48,64,2080,104.637,32,4383.0,3.611,0.5,372
RND_0373,Random_50M_150M,Random_50M_150M,28,608,6,1,64,64,736,83.467,32,2082.9,1.211,0.167,373
RND_0374,Random_50M_150M,Random_50M_150M,28,448,2,2,16,32,2240,109.27,64,3220.0,5.0,1.0,374
RND_0375,Random_50M_150M,Random_50M_150M,11,512,2,1,48,32,1888,59.006,32,3329.0,3.688,0.5,375
RND_0376,Random_50M_150M,Random_50M_150M,23,448,1,1,64,32,928,53.222,32,1471.8,2.071,1.0,376
RND_0377,Random_50M_150M,Random_50M_150M,25,448,4,4,32,48,1344,74.887,64,2178.8,3.0,1.0,377
RND_0378,Random_50M_150M,Random_50M_150M,19,576,2,2,16,64,2912,128.101,32,5739.8,5.056,1.0,378
RND_0379,Random_50M_150M,Random_50M_150M,19,448,1,1,32,16,1056,50.333,16,1792.0,2.357,1.0,379
RND_0380,Random_50M_150M,Random_50M_150M,21,544,8,4,64,64,2528,131.573,32,5459.1,4.647,0.5,380
RND_0381,Random_50M_150M,Random_50M_150M,28,512,2,2,16,32,1120,76.711,32,2006.0,2.188,1.0,381
RND_0382,Random_50M_150M,Random_50M_150M,18,384,2,1,16,64,1408,50.182,64,1784.6,3.667,0.5,382
RND_0383,Random_50M_150M,Random_50M_150M,19,480,2,1,64,64,1600,71.438,32,2741.2,3.333,0.5,383
RND_0384,Random_50M_150M,Random_50M_150M,21,512,16,1,64,16,1152,77.557,64,2566.5,2.25,0.062,384
RND_0385,Random_50M_150M,Random_50M_150M,21,448,12,1,16,64,2304,97.366,64,3703.4,5.143,0.083,385
RND_0386,Random_50M_150M,Random_50M_150M,24,608,8,8,48,48,992,96.454,32,3023.4,1.632,1.0,386
RND_0387,Random_50M_150M,Random_50M_150M,8,544,8,1,64,64,2240,61.617,32,4713.2,4.118,0.125,387
RND_0388,Random_50M_150M,Random_50M_150M,17,416,4,2,16,48,1280,50.808,32,1937.0,3.077,0.5,388
RND_0389,Random_50M_150M,Random_50M_150M,24,512,6,6,64,16,1184,81.225,32,2546.0,2.312,1.0,389
RND_0390,Random_50M_150M,Random_50M_150M,25,576,8,2,16,16,832,69.557,64,1692.0,1.444,0.25,390
RND_0391,Random_50M_150M,Random_50M_150M,24,480,6,2,48,48,2016,102.69,32,3601.9,4.2,0.333,391
RND_0392,Random_50M_150M,Random_50M_150M,17,416,16,8,16,48,1248,58.276,32,2419.6,3.0,0.5,392
RND_0393,Random_50M_150M,Random_50M_150M,27,384,1,1,32,64,1280,61.144,64,1612.5,3.333,1.0,393
RND_0394,Random_50M_150M,Random_50M_150M,21,608,16,1,48,32,2208,132.548,32,5342.6,3.632,0.062,394
RND_0395,Random_50M_150M,Random_50M_150M,17,576,1,1,16,16,2496,102.937,16,5319.0,4.333,1.0,395
RND_0396,Random_50M_150M,Random_50M_150M,25,448,2,2,16,64,1088,62.701,64,1673.0,2.429,1.0,396
RND_0397,Random_50M_150M,Random_50M_150M,23,640,1,1,16,64,1024,79.799,64,2156.2,1.6,1.0,397
RND_0398,Random_50M_150M,Random_50M_150M,19,576,2,1,64,48,1088,68.391,32,2287.1,1.889,0.5,398
RND_0399,Random_50M_150M,Random_50M_150M,20,576,8,2,64,48,1216,83.922,64,2858.6,2.111,0.25,399
RND_0400,Random_50M_150M,Random_50M_150M,13,480,12,4,48,64,2112,74.868,32,4293.8,4.4,0.333,400
RND_0401,Random_50M_150M,Random_50M_150M,13,640,4,1,32,16,1312,66.943,32,2946.2,2.05,0.25,401
RND_0402,Random_50M_150M,Random_50M_150M,19,448,6,1,32,64,1792,74.03,64,2818.4,4.0,0.167,402
RND_0403,Random_50M_150M,Random_50M_150M,10,640,2,1,48,48,832,50.008,32,1967.5,1.3,0.5,403
RND_0404,Random_50M_150M,Random_50M_150M,18,480,4,2,64,16,1728,73.095,32,2994.4,3.6,0.5,404
RND_0405,Random_50M_150M,Random_50M_150M,24,256,16,16,16,64,1312,52.802,32,1831.0,5.125,1.0,405
RND_0406,Random_50M_150M,Random_50M_150M,14,608,6,3,32,16,3040,111.898,32,6389.9,5.0,0.5,406
RND_0407,Random_50M_150M,Random_50M_150M,19,608,12,1,16,32,1120,76.626,32,2670.7,1.842,0.083,407
RND_0408,Random_50M_150M,Random_50M_150M,21,480,4,2,32,64,1984,89.966,32,3450.0,4.133,0.5,408
RND_0409,Random_50M_150M,Random_50M_150M,19,480,16,2,16,64,2144,95.953,32,4158.8,4.467,0.125,409
RND_0410,Random_50M_150M,Random_50M_150M,11,448,2,2,48,32,1888,52.024,32,2952.2,4.214,1.0,410
RND_0411,Random_50M_150M,Random_50M_150M,13,512,8,1,32,32,2752,84.545,64,4700.0,5.375,0.125,411
RND_0412,Random_50M_150M,Random_50M_150M,22,448,1,1,32,16,1280,61.348,16,2159.5,2.857,1.0,412
RND_0413,Random_50M_150M,Random_50M_150M,13,544,6,6,16,16,2496,83.039,32,4713.2,4.588,1.0,413
RND_0414,Random_50M_150M,Random_50M_150M,19,544,2,1,16,32,2272,99.32,32,4168.2,4.176,0.5,414
RND_0415,Random_50M_150M,Random_50M_150M,10,576,1,1,48,16,2880,79.475,16,6174.0,5.0,1.0,415
RND_0416,Random_50M_150M,Random_50M_150M,24,416,1,1,48,32,1312,61.842,32,1878.5,3.154,1.0,416
RND_0417,Random_50M_150M,Random_50M_150M,27,640,8,8,16,48,1568,131.214,32,4037.5,2.45,1.0,417
RND_0418,Random_50M_150M,Random_50M_150M,7,640,1,1,48,48,2208,62.719,16,5335.0,3.45,1.0,418
RND_0419,Random_50M_150M,Random_50M_150M,12,608,6,1,48,16,3232,104.597,32,6785.4,5.316,0.167,419
RND_0420,Random_50M_150M,Random_50M_150M,16,576,16,4,48,64,1760,98.29,32,4767.8,3.056,0.25,420
RND_0421,Random_50M_150M,Random_50M_150M,15,608,1,1,64,64,736,53.065,32,1655.4,1.211,1.0,421
RND_0422,Random_50M_150M,Random_50M_150M,17,448,8,1,48,32,1408,60.2,64,2305.2,3.143,0.125,422
RND_0423,Random_50M_150M,Random_50M_150M,15,480,2,1,16,16,1984,67.698,32,3196.9,4.133,0.5,423
RND_0424,Random_50M_150M,Random_50M_150M,13,384,1,1,16,16,2048,50.309,16,2916.0,5.333,1.0,424
RND_0425,Random_50M_150M,Random_50M_150M,23,384,4,4,48,48,992,52.401,32,1585.5,2.583,1.0,425
RND_0426,Random_50M_150M,Random_50M_150M,11,544,2,1,64,48,2144,67.864,32,4053.4,3.941,0.5,426
RND_0427,Random_50M_150M,Random_50M_150M,27,544,1,1,48,16,1952,115.292,16,3982.2,3.588,1.0,427
RND_0428,Random_50M_150M,Random_50M_150M,7,608,8,1,16,32,2944,70.001,32,6197.6,4.842,0.125,428
RND_0429,Random_50M_150M,Random_50M_150M,14,576,8,2,64,48,1664,78.268,64,3661.9,2.889,0.25,429
RND_0430,Random_50M_150M,Random_50M_150M,8,576,1,1,32,64,2272,61.26,32,4443.8,3.944,1.0,430
RND_0431,Random_50M_150M,Random_50M_150M,26,608,6,6,32,48,1344,109.534,32,3344.0,2.211,1.0,431
RND_0432,Random_50M_150M,Random_50M_150M,28,576,6,3,16,64,1440,110.298,32,3198.4,2.5,0.5,432
RND_0433,Random_50M_150M,Random_50M_150M,21,640,4,1,32,32,1376,92.0,32,3137.5,2.15,0.25,433
RND_0434,Random_50M_150M,Random_50M_150M,11,608,4,2,48,16,3040,94.146,32,6357.9,5.0,0.5,434
RND_0435,Random_50M_150M,Random_50M_150M,14,512,8,2,64,64,1344,63.837,64,2830.0,2.625,0.25,435
RND_0436,Random_50M_150M,Random_50M_150M,25,448,16,8,16,32,1024,69.869,64,1970.5,2.286,0.5,436
RND_0437,Random_50M_150M,Random_50M_150M,24,640,1,1,48,32,1056,83.345,32,2350.0,1.65,1.0,437
RND_0438,Random_50M_150M,Random_50M_150M,21,544,1,1,16,48,1888,93.554,16,3854.8,3.471,1.0,438
RND_0439,Random_50M_150M,Random_50M_150M,8,544,8,1,48,16,2720,65.377,32,5229.6,5.0,0.125,439
RND_0440,Random_50M_150M,Random_50M_150M,26,480,8,4,48,48,1504,94.86,32,2994.4,3.133,0.5,440
RND_0441,Random_50M_150M,Random_50M_150M,10,576,8,1,48,48,1600,61.596,64,3394.1,2.778,0.125,441
RND_0442,Random_50M_150M,Random_50M_150M,27,416,16,8,48,16,2112,109.371,32,3604.2,5.077,0.5,442
RND_0443,Random_50M_150M,Random_50M_150M,12,576,6,2,64,16,2304,81.176,32,4788.0,4.0,0.333,443
RND_0444,Random_50M_150M,Random_50M_150M,14,640,1,1,64,48,1088,63.453,16,2735.0,1.7,1.0,444
RND_0445,Random_50M_150M,Random_50M_150M,25,480,1,1,32,32,1792,90.22,32,2910.0,3.733,1.0,445
RND_0446,Random_50M_150M,Random_50M_150M,12,544,6,6,32,64,2304,80.008,32,4828.0,4.235,1.0,446
RND_0447,Random_50M_150M,Random_50M_150M,26,448,1,1,16,64,1440,74.745,32,2212.0,3.214,1.0,447
RND_0448,Random_50M_150M,Random_50M_150M,24,416,1,1,48,64,2240,90.276,32,3180.1,5.385,1.0,448
RND_0449,Random_50M_150M,Random_50M_150M,6,480,12,12,32,32,2592,50.954,32,4918.1,5.4,1.0,449
RND_0450,Random_50M_150M,Random_50M_150M,20,448,6,2,48,16,2368,90.791,32,3755.5,5.286,0.333,450
RND_0451,Random_50M_150M,Random_50M_150M,21,480,12,12,32,16,1504,81.257,32,2994.4,3.133,1.0,451
RND_0452,Random_50M_150M,Random_50M_150M,28,288,16,1,32,64,992,51.665,32,1462.5,3.444,0.062,452
RND_0453,Random_50M_150M,Random_50M_150M,16,576,2,2,16,32,1216,64.375,64,2304.0,2.111,1.0,453
RND_0454,Random_50M_150M,Random_50M_150M,14,608,12,6,64,64,1376,85.34,32,4305.9,2.263,0.5,454
RND_0455,Random_50M_150M,Random_50M_150M,13,448,4,4,48,64,2336,68.572,32,3897.2,5.214,1.0,455
RND_0456,Random_50M_150M,Random_50M_150M,12,448,2,1,48,16,2272,60.212,32,3456.2,5.071,0.5,456
RND_0457,Random_50M_150M,Random_50M_150M,19,480,12,1,48,32,928,59.035,32,2024.1,1.933,0.083,457
RND_0458,Random_50M_150M,Random_50M_150M,12,448,1,1,48,32,2272,60.04,32,3440.5,5.071,1.0,458
RND_0459,Random_50M_150M,Random_50M_150M,27,416,1,1,32,16,1376,68.396,16,2151.5,3.308,1.0,459
RND_0460,Random_50M_150M,Random_50M_150M,27,480,1,1,48,32,1056,67.307,32,1762.5,2.2,1.0,460
RND_0461,Random_50M_150M,Random_50M_150M,4,608,1,1,64,48,3136,53.992,16,7158.2,5.158,1.0,461
RND_0462,Random_50M_150M,Random_50M_150M,26,288,4,1,32,64,1568,53.322,32,1644.8,5.444,0.25,462
